horse,track,race_number,race_date,tipster,next_best_bet,value_bet,best_bet,career_3rds,spells_secondup_3rd,career_2nds,spells_firstup_1st,spells_firstup_place,spells_thirdup_odds,spells_thirdup_1st,career_places,spells_secondup_1st,earnings,twelve_months_wins,spells_thirdup_roi,twelve_months_odds,spells_thirdup_place,twelve_months_1sts,career_1sts,career_roi,twelve_months_starts,spells_thirdup_3rd,twelve_months_2nds,spells_thirdup_win,career_wins,spells_secondup_roi,spells_secondup_starts,career_odds,spells_secondup_2nd,age_in_years,career_starts,spells_firstup_win,spells_firstup_2nd,rating,spells_secondup_win,twelve_months_roi,trainer,spells_secondup_place,spells_thirdup_starts,twelve_months_3rds,spells_firstup_starts,spells_secondup_odds,twelve_months_places,spells_firstup_odds,spells_firstup_roi,spells_firstup_3rd,spells_thirdup_2nd,money
Tokelau,"Moe , Moe Cup day",1,2016-10-13,2,False,False,False,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6,0.0,27800.0,0.0,100.0,0.0,1.0,0.0,0.0,100.0,3.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,64.0,0.0,1.0,Lee & Anthony Freedman,0.0,0.0,2.0,0.0,0.0,0.67,0.0,100.0,1.0,0.0,False
Chilli Zaim,Coffs Harbour,7,2016-10-14,2,False,False,False,2.0,0.0,3.0,1.0,0.4,0.0,0.0,0.32,0.0,80600.0,0.2,100.0,26.0,0.0,1.0,7.0,86.0,5.0,0.0,1.0,0.0,0.19,100.0,0.0,10.09,1.0,0.0,38.0,0.2,0.0,64.0,0.0,4.2,Joanne Hardy,0.34,0.0,0.0,1.0,0.0,0.4,26.0,420.0,1.0,0.0,False
Purrvosa,Coffs Harbour,6,2016-10-14,2,False,False,False,5.0,1.0,5.0,1.0,0.43,10.0,1.0,0.38,0.0,92500.0,0.09,67.0,10.0,0.34,1.0,6.0,9.0,12.0,0.0,1.0,0.17,0.14,100.0,0.0,6.53,3.0,8.0,43.0,0.15,0.0,64.0,0.0,0.17,Brett Bellamy,0.58,1.0,0.0,1.0,0.0,0.17,13.0,86.0,2.0,1.0,False
Tempt Me,Coffs Harbour,5,2016-10-14,2,False,False,False,2.0,1.0,3.0,1.0,0.4,0.0,0.0,0.39,0.0,52100.0,0.1,100.0,10.0,0.34,1.0,2.0,33.0,11.0,0.0,1.0,0.0,0.12,100.0,0.0,6.0,1.0,0.0,18.0,0.2,0.0,60.0,0.0,0.09,Shane Everson,0.5,0.0,1.0,1.0,0.0,0.28,10.0,100.0,1.0,1.0,False
Adventure King,Coffs Harbour,4,2016-10-14,2,False,False,False,4.0,0.0,5.0,0.0,0.17,0.0,0.0,0.27,0.0,78600.0,0.16,100.0,9.5,0.4,3.0,5.0,30.0,19.0,1.0,1.0,0.0,0.1,100.0,0.0,7.42,1.0,0.0,53.0,0.0,1.0,62.0,0.0,0.5,Brett Bellamy,0.17,0.0,3.0,0.0,0.0,0.37,0.0,100.0,0.0,1.0,False
Charlie Royale,Coffs Harbour,3,2016-10-14,2,False,False,False,6.0,2.0,9.0,0.0,0.17,2.5,1.0,0.45,0.0,123000.0,0.08,50.0,5.65,0.4,2.0,3.0,65.0,26.0,0.0,7.0,0.2,0.08,100.0,0.0,4.6,1.0,0.0,40.0,0.0,0.0,62.0,0.0,0.57,Peter Cheers,0.5,1.0,4.0,0.0,0.0,0.5,0.0,100.0,1.0,1.0,False
Plucky Girl,Coffs Harbour,1,2016-10-14,2,False,False,False,0.0,0.0,2.0,1.0,1.0,2.8,1.0,1.0,0.0,30800.0,0.5,180.0,2.9,1.0,2.0,2.0,45.0,4.0,0.0,2.0,1.0,0.5,100.0,0.0,2.9,1.0,3.0,4.0,1.0,0.0,64.0,0.0,0.45,Toby Edmonds,1.0,1.0,0.0,1.0,0.0,1.0,3.0,200.0,0.0,0.0,True
Written Above All,Ipswich,7,2016-10-14,2,False,False,False,5.0,1.0,4.0,0.0,0.43,4.4,2.0,0.26,1.0,162000.0,0.06,47.0,5.0,0.34,1.0,7.0,53.0,17.0,0.0,0.0,0.34,0.12,55.0,1.0,4.16,0.0,0.0,62.0,0.0,2.0,59.0,0.17,0.71,James Dodgson,0.34,2.0,0.0,0.0,2.7,0.06,0.0,100.0,1.0,0.0,False
Brocson,Ipswich,6,2016-10-14,2,False,False,False,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.3,0.0,24600.0,0.0,100.0,0.0,0.34,0.0,1.0,77.0,11.0,0.0,2.0,0.0,0.05,100.0,0.0,4.6,1.0,0.0,20.0,0.0,0.0,57.0,0.0,1.0,Michael Lakey,0.34,0.0,1.0,0.0,0.0,0.28,0.0,100.0,0.0,1.0,False
Destiva,Ipswich,5,2016-10-14,2,False,False,False,1.0,0.0,1.0,2.0,0.5,0.0,0.0,0.43,2.0,42100.0,0.2,100.0,9.7,0.0,2.0,4.0,110.0,10.0,0.0,1.0,0.0,0.29,875.0,2.0,7.35,0.0,7.0,14.0,0.5,0.0,54.0,1.0,0.94,Ben Ahrens,1.0,0.0,1.0,2.0,9.75,0.4,4.95,148.0,0.0,0.0,False
Il Riccio,Ipswich,4,2016-10-14,2,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,11100.0,0.5,0.0,1.55,0.0,1.0,1.0,22.0,2.0,0.0,0.0,0.0,0.5,0.0,0.0,1.55,0.0,0.0,2.0,0.0,0.0,58.0,0.0,0.22,Tony Gollan,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,True
Rainy Day Woman,Ipswich,3,2016-10-14,2,False,False,False,3.0,1.0,3.0,0.0,0.5,0.0,0.0,0.5,1.0,56600.0,0.13,100.0,6.5,0.34,1.0,1.0,54.0,8.0,0.0,1.0,0.0,0.08,63.0,1.0,6.5,2.0,0.0,14.0,0.0,0.0,999.0,0.25,0.19,Chris Anderson,1.0,0.0,3.0,0.0,6.5,0.63,0.0,100.0,2.0,1.0,False
Childhood Secret,Ipswich,1,2016-10-14,2,False,False,True,0.0,0.0,5.0,0.0,0.34,3.3,1.0,0.38,0.0,30400.0,0.15,65.0,3.3,1.0,1.0,1.0,79.0,7.0,0.0,1.0,0.5,0.07,100.0,0.0,3.3,1.0,4.0,16.0,0.0,1.0,60.0,0.0,0.53,Robert Heathcote,0.5,1.0,0.0,0.0,0.0,0.29,0.0,100.0,0.0,1.0,False
Our Chad,Scone,7,2016-10-14,2,False,False,True,5.0,1.0,2.0,0.0,0.5,0.0,0.0,0.5,0.0,40300.0,0.13,100.0,2.5,0.0,1.0,1.0,84.0,8.0,0.0,2.0,0.0,0.07,100.0,0.0,2.5,0.0,0.0,16.0,0.0,0.0,54.0,0.0,0.69,Les Tilley,0.5,0.0,3.0,0.0,0.0,0.75,0.0,100.0,1.0,0.0,False
All From Scrap,Scone,6,2016-10-14,2,False,False,False,0.0,0.0,2.0,1.0,1.0,2.4,1.0,1.0,0.0,39900.0,0.5,140.0,3.7,1.0,2.0,2.0,85.0,4.0,0.0,2.0,1.0,0.5,100.0,0.0,3.7,1.0,0.0,4.0,1.0,0.0,62.0,0.0,0.85,David Atkins,1.0,1.0,0.0,1.0,0.0,1.0,5.0,400.0,0.0,0.0,False
Mister Marmalade,Scone,3,2016-10-14,2,False,False,False,2.0,0.0,3.0,0.0,0.67,0.0,0.0,0.78,1.0,41400.0,0.25,100.0,3.1,1.0,2.0,2.0,31.0,8.0,0.0,2.0,0.0,0.23,47.0,1.0,3.1,1.0,4.0,9.0,0.0,1.0,58.0,0.34,0.22,Greg Bennett,0.67,0.0,2.0,0.0,4.4,0.75,0.0,100.0,1.0,1.0,False
Gingersnap,Scone,2,2016-10-14,2,True,True,True,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.4,0.0,17300.0,0.2,100.0,4.8,0.0,1.0,1.0,4.0,5.0,0.0,1.0,0.0,0.2,100.0,0.0,4.8,1.0,0.0,5.0,0.5,0.0,999.0,0.0,0.04,Kris Lees,1.0,0.0,0.0,1.0,0.0,0.4,4.8,140.0,0.0,0.0,False
Wee Mac,Donald,9,2016-10-14,2,False,False,False,12.0,2.0,21.0,0.0,0.43,5.2,2.0,0.5,1.0,164000.0,0.14,49.0,7.33,0.72,3.0,9.0,47.0,22.0,0.0,4.0,0.29,0.11,70.0,1.0,4.98,2.0,0.0,85.0,0.0,3.0,65.0,0.15,0.0,Jarrod McLean,0.72,2.0,3.0,0.0,2.1,0.46,0.0,100.0,0.0,3.0,True
Mr Chaplin,Donald,8,2016-10-14,2,False,False,False,6.0,2.0,2.0,0.0,0.6,4.6,1.0,0.5,1.0,39900.0,0.0,15.0,0.0,0.5,0.0,2.0,52.0,9.0,0.0,2.0,0.25,0.1,25.0,1.0,4.8,0.0,6.0,20.0,0.0,0.0,60.0,0.25,1.0,Lawrie Mayfield-Smith,0.75,1.0,4.0,0.0,5.0,0.67,0.0,100.0,3.0,1.0,False
Bryan,Donald,7,2016-10-14,2,True,False,True,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.67,0.0,21800.0,0.17,100.0,3.6,0.0,1.0,1.0,40.0,6.0,0.0,2.0,0.0,0.17,100.0,0.0,3.6,0.0,0.0,6.0,0.0,1.0,61.0,0.0,0.4,Jarrod McLean,1.0,0.0,1.0,0.0,0.0,0.67,0.0,100.0,0.0,0.0,False
Pure Torque,Donald,6,2016-10-14,2,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,12700.0,0.5,0.0,5.0,0.0,1.0,1.0,25.0,2.0,0.0,0.0,0.0,0.25,0.0,0.0,5.0,0.0,5.0,4.0,0.0,0.0,60.0,0.0,1.5,Daniel Bowman,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,False
Interlock,Donald,5,2016-10-14,2,False,True,False,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.23,0.0,32100.0,0.07,100.0,4.4,0.67,1.0,1.0,76.0,15.0,1.0,1.0,0.0,0.06,100.0,0.0,4.4,0.0,4.0,18.0,0.0,0.0,53.0,0.0,0.71,Con Kelly,0.0,0.0,2.0,0.0,0.0,0.27,0.0,100.0,0.0,1.0,False
Fomo,Donald,3,2016-10-14,2,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,20000.0,0.2,100.0,6.0,1.0,1.0,1.0,20.0,5.0,1.0,0.0,0.0,0.2,500.0,1.0,6.0,0.0,3.0,5.0,0.0,0.0,62.0,1.0,0.2,Trent Busuttin & Natalie Young,1.0,0.0,1.0,0.0,6.0,0.4,0.0,100.0,0.0,0.0,True
Captain Smooth,Donald,2,2016-10-14,2,False,False,False,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,7500.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,8.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,999.0,0.0,1.0,Daniel Bowman,1.0,0.0,3.0,0.0,0.0,0.38,0.0,100.0,0.0,0.0,False
I Am Wanted,Donald,1,2016-10-14,2,False,False,False,2.0,1.0,0.0,0.0,0.5,14.0,1.0,0.3,0.0,24900.0,0.1,600.0,14.0,0.5,1.0,1.0,40.0,10.0,0.0,0.0,0.5,0.1,100.0,0.0,14.0,0.0,5.0,10.0,0.0,0.0,60.0,0.0,0.4,Trevor J Andrews,0.5,1.0,2.0,0.0,0.0,0.3,0.0,100.0,1.0,0.0,False
Battlecamp,Cranbourne,10,2016-10-14,2,False,False,True,4.0,1.0,2.0,1.0,0.75,0.0,0.0,0.73,0.0,70500.0,0.1,100.0,1.9,0.5,1.0,2.0,65.0,10.0,1.0,2.0,0.0,0.19,100.0,0.0,1.9,1.0,0.0,11.0,0.25,1.0,68.0,0.0,0.81,Lee & Anthony Freedman,0.67,0.0,4.0,1.0,0.0,0.7,1.9,52.0,1.0,0.0,False
The Ultimatum,Cranbourne,8,2016-10-14,2,False,False,False,5.0,1.0,0.0,1.0,0.5,0.0,0.0,0.39,0.0,61100.0,0.2,100.0,4.7,0.5,2.0,3.0,24.0,10.0,1.0,0.0,0.0,0.15,100.0,0.0,5.3,0.0,5.0,21.0,0.25,0.0,63.0,0.0,0.06,Michael Hibbs,0.34,0.0,2.0,1.0,0.0,0.4,6.5,63.0,1.0,0.0,False
Runson,Cranbourne,7,2016-10-14,2,False,False,False,1.0,0.0,1.0,2.0,1.0,2.3,1.0,0.59,0.0,88800.0,0.45,15.0,2.31,0.5,4.0,5.0,9.0,9.0,0.0,1.0,0.5,0.42,100.0,0.0,2.61,0.0,4.0,12.0,1.0,0.0,78.0,0.0,0.03,Leon & Troy Corstens,0.0,1.0,1.0,2.0,0.0,0.67,3.1,210.0,0.0,0.0,True
Divertente,Cranbourne,6,2016-10-14,2,False,False,False,1.0,0.0,2.0,0.0,0.67,0.0,0.0,0.5,0.0,63600.0,0.23,100.0,7.95,0.0,2.0,2.0,59.0,9.0,0.0,2.0,0.0,0.2,100.0,0.0,7.95,1.0,3.0,10.0,0.0,1.0,63.0,0.0,0.77,Stuart Webb,1.0,0.0,1.0,0.0,0.0,0.56,0.0,100.0,1.0,0.0,False
Lilac Wine,Cranbourne,5,2016-10-14,2,False,False,False,3.0,1.0,2.0,0.0,1.0,0.0,0.0,0.39,0.0,23700.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,13.0,0.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,3.0,13.0,0.0,2.0,54.0,0.0,1.0,Matt Laurie,0.5,0.0,3.0,0.0,0.0,0.39,0.0,100.0,0.0,0.0,False
The Sands,Cranbourne,4,2016-10-14,2,False,False,False,4.0,1.0,9.0,1.0,0.5,0.0,0.0,0.47,0.0,66800.0,0.19,100.0,5.4,0.17,2.0,6.0,38.0,11.0,0.0,2.0,0.0,0.15,100.0,0.0,4.21,2.0,8.0,41.0,0.17,1.0,54.0,0.0,0.02,Barry Goodwin,0.5,0.0,3.0,1.0,0.0,0.64,6.5,8.0,1.0,1.0,False
Press Release,Cranbourne,3,2016-10-14,2,False,False,False,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.43,0.0,28600.0,0.08,100.0,3.9,0.0,1.0,1.0,72.0,14.0,0.0,1.0,0.0,0.08,100.0,0.0,3.9,0.0,4.0,14.0,0.0,0.0,58.0,0.0,0.72,Adele Garraway,1.0,0.0,4.0,0.0,0.0,0.43,0.0,100.0,0.0,0.0,False
Astro Diva,Cranbourne,1,2016-10-14,2,False,False,False,2.0,0.0,2.0,0.0,1.0,3.2,1.0,0.63,0.0,50700.0,0.13,220.0,3.2,1.0,1.0,1.0,60.0,8.0,0.0,2.0,1.0,0.13,100.0,0.0,3.2,1.0,4.0,8.0,0.0,1.0,61.0,0.0,0.6,Mick Price,0.5,1.0,2.0,0.0,0.0,0.63,0.0,100.0,1.0,0.0,False
On Your Way,Darwin,5,2016-10-15,2,False,False,False,5.0,3.0,2.0,0.0,0.25,7.0,2.0,0.56,0.0,47200.0,0.17,250.0,8.0,0.5,1.0,3.0,3.0,6.0,0.0,1.0,0.5,0.17,100.0,0.0,6.2,1.0,0.0,18.0,0.0,0.0,62.0,0.0,0.33,Jason Manning,1.0,2.0,3.0,0.0,0.0,0.84,0.0,100.0,1.0,0.0,True
Tipsy On Red,Darwin,4,2016-10-15,2,False,False,False,5.0,1.0,8.0,0.0,0.25,0.0,0.0,0.46,1.0,98300.0,0.18,100.0,3.47,0.5,3.0,7.0,6.0,17.0,0.0,3.0,0.0,0.16,30.0,1.0,5.89,0.0,5.0,44.0,0.0,1.0,62.0,0.25,0.39,Kerry Petrick,0.5,0.0,3.0,0.0,2.8,0.53,0.0,100.0,0.0,2.0,True
Tigra,Darwin,3,2016-10-15,2,True,False,False,0.0,0.0,1.0,1.0,0.2,3.0,1.0,0.22,0.0,33000.0,0.25,50.0,5.5,0.5,3.0,3.0,13.0,12.0,0.0,1.0,0.5,0.16,100.0,0.0,5.5,0.0,4.0,19.0,0.2,0.0,56.0,0.0,0.38,Philip Cole,0.0,1.0,0.0,1.0,0.0,0.34,12.0,140.0,0.0,0.0,False
Neat Feat,Darwin,2,2016-10-15,2,False,False,False,8.0,1.0,7.0,1.0,0.15,13.75,2.0,0.57,1.0,246000.0,0.32,358.0,3.04,0.84,6.0,13.0,51.0,19.0,2.0,3.0,0.34,0.26,217.0,1.0,5.8,1.0,0.0,50.0,0.15,0.0,89.0,0.17,0.04,Gary Clarke,0.5,2.0,5.0,1.0,19.0,0.74,2.5,64.0,0.0,1.0,False
Brooklyn,Darwin,1,2016-10-15,2,False,False,False,4.0,1.0,3.0,0.0,0.6,0.0,0.0,0.48,1.0,60200.0,0.12,100.0,3.6,0.5,1.0,2.0,71.0,9.0,1.0,2.0,0.0,0.11,63.0,1.0,2.73,0.0,0.0,19.0,0.0,1.0,58.0,0.2,0.6,Carl Spry,0.4,0.0,2.0,0.0,1.85,0.56,0.0,100.0,2.0,1.0,False
Island Tiger,Hobart,8,2016-10-15,2,False,False,False,1.0,0.0,3.0,0.0,0.34,0.0,0.0,0.36,0.0,35400.0,0.2,100.0,1.9,0.5,2.0,2.0,78.0,10.0,0.0,2.0,0.0,0.12,100.0,0.0,1.9,1.0,4.0,17.0,0.0,1.0,62.0,0.0,0.62,Scott Brunton,0.5,0.0,1.0,0.0,0.0,0.5,0.0,100.0,0.0,1.0,True
Electric Crimson,Hobart,7,2016-10-15,2,False,False,False,9.0,1.0,6.0,0.0,0.25,12.0,1.0,0.56,0.0,105000.0,0.23,300.0,2.73,1.0,4.0,6.0,27.0,18.0,1.0,4.0,0.34,0.16,100.0,0.0,4.65,0.0,0.0,38.0,0.0,1.0,76.0,0.0,0.39,Scott Brunton,0.34,1.0,6.0,0.0,0.0,0.78,0.0,100.0,0.0,1.0,False
Gee Gee Red Prince,Hobart,6,2016-10-15,2,True,False,False,2.0,0.0,5.0,1.0,0.67,3.2,1.0,0.79,2.0,231000.0,0.5,7.0,2.5,0.67,6.0,11.0,33.0,12.0,0.0,4.0,0.34,0.48,153.0,2.0,2.78,1.0,0.0,23.0,0.34,1.0,93.0,0.67,0.25,Stuart Gandy,1.0,1.0,1.0,1.0,3.8,0.92,1.6,47.0,0.0,1.0,False
My Paige Three,Hobart,4,2016-10-15,2,False,False,False,1.0,0.0,2.0,1.0,0.67,1.8,1.0,0.84,1.0,73400.0,0.75,80.0,3.03,1.0,6.0,7.0,76.0,8.0,0.0,1.0,1.0,0.59,60.0,1.0,3.01,1.0,6.0,12.0,0.34,0.0,80.0,0.34,1.28,Tegan Keys,0.67,1.0,0.0,1.0,4.8,0.88,2.9,3.0,1.0,0.0,True
My Kingdom,Hobart,3,2016-10-15,2,False,True,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,2800.0,0.0,100.0,0.0,1.0,0.0,0.0,100.0,5.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,999.0,0.0,1.0,Rhonda Hall,0.0,0.0,1.0,0.0,0.0,0.2,0.0,100.0,0.0,0.0,False
Kepta,Hobart,2,2016-10-15,2,False,False,False,1.0,0.0,3.0,0.0,1.0,1.5,1.0,0.56,0.0,25800.0,0.12,50.0,1.5,1.0,1.0,1.0,83.0,9.0,0.0,3.0,1.0,0.12,100.0,0.0,1.5,1.0,0.0,9.0,0.0,0.0,61.0,0.0,0.83,David Brunton,1.0,1.0,1.0,0.0,0.0,0.56,0.0,100.0,1.0,0.0,False
Roitfeld,Hobart,1,2016-10-15,2,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,2100.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,6.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,999.0,0.0,1.0,Ray Worbey,0.0,0.0,1.0,0.0,0.0,0.17,0.0,100.0,0.0,0.0,False
Heroic Valour,Ashburton,8,2016-10-15,2,False,False,False,2.0,1.0,3.0,2.0,1.0,2.0,1.0,0.9,1.0,291000.0,0.34,33.0,2.0,0.67,3.0,4.0,20.0,9.0,0.0,3.0,0.34,0.4,33.0,1.0,2.0,1.0,0.0,10.0,0.67,1.0,999.0,0.34,0.33,S & J Autridge & Richards,1.0,1.0,2.0,2.0,2.0,0.89,2.0,33.0,0.0,1.0,False
Maher Moment,Ashburton,7,2016-10-15,2,False,False,False,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.54,0.0,19500.0,0.16,100.0,3.5,0.0,2.0,2.0,46.0,13.0,0.0,4.0,0.0,0.16,100.0,0.0,3.5,1.0,0.0,13.0,0.0,0.0,999.0,0.0,0.46,M & M Pitman,1.0,0.0,1.0,0.0,0.0,0.54,0.0,100.0,0.0,0.0,False
Coulee,Ashburton,6,2016-10-15,2,False,False,False,5.0,2.0,4.0,1.0,0.5,0.0,0.0,0.66,0.0,159000.0,0.46,100.0,4.0,0.34,5.0,8.0,0.0,11.0,1.0,0.0,0.0,0.31,100.0,0.0,3.25,0.0,0.0,26.0,0.25,1.0,999.0,0.0,0.82,B & S Anderton,0.5,0.0,3.0,1.0,0.0,0.73,2.0,50.0,0.0,0.0,False
Show Lover,Ashburton,5,2016-10-15,2,False,False,False,0.0,0.0,2.0,0.0,0.67,0.0,0.0,0.18,0.0,11400.0,0.1,100.0,2.0,0.0,1.0,1.0,88.0,10.0,0.0,1.0,0.0,0.06,100.0,0.0,2.0,0.0,0.0,17.0,0.0,2.0,999.0,0.0,0.8,Andrew J Carston,0.0,0.0,0.0,0.0,0.0,0.2,0.0,100.0,0.0,0.0,True
Colchester,Ashburton,2,2016-10-15,2,False,False,False,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.8,1.0,33200.0,0.6,100.0,2.0,1.0,3.0,3.0,20.0,5.0,0.0,0.0,1.0,0.6,100.0,1.0,2.0,0.0,4.0,5.0,0.0,0.0,999.0,1.0,0.2,J Hillis,1.0,1.0,1.0,0.0,2.0,0.8,0.0,100.0,0.0,0.0,False
Doubos,Rockhampton,6,2016-10-15,2,False,False,False,2.0,0.0,4.0,0.0,0.4,0.0,0.0,0.39,1.0,52900.0,0.25,100.0,3.5,0.5,3.0,4.0,53.0,12.0,1.0,1.0,0.0,0.16,66.0,1.0,3.05,0.0,5.0,26.0,0.0,2.0,62.0,0.2,0.12,Tim Cook,0.2,0.0,1.0,0.0,1.7,0.42,0.0,100.0,0.0,1.0,False
Zaha Express,Rockhampton,5,2016-10-15,2,False,True,False,3.0,0.0,6.0,1.0,0.4,5.0,1.0,0.57,0.0,52600.0,0.15,25.0,5.0,0.75,1.0,4.0,13.0,7.0,0.0,1.0,0.25,0.18,100.0,0.0,4.98,2.0,0.0,23.0,0.2,1.0,62.0,0.0,0.29,Tim Cook,0.4,1.0,1.0,1.0,0.0,0.43,9.0,80.0,0.0,2.0,False
Neophyte,Rockhampton,4,2016-10-15,2,False,False,False,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.2,0.0,11100.0,0.0,100.0,0.0,0.0,0.0,1.0,40.0,3.0,0.0,0.0,0.0,0.2,100.0,0.0,7.0,0.0,0.0,5.0,0.5,0.0,57.0,0.0,1.0,Garnett Taylor,0.0,0.0,0.0,1.0,0.0,0.0,7.0,250.0,0.0,0.0,False
Lord Russel,Rockhampton,3,2016-10-15,2,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1200.0,0.0,100.0,0.0,1.0,0.0,0.0,100.0,4.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,999.0,0.0,1.0,Jamie McConachy,0.0,0.0,1.0,0.0,0.0,0.25,0.0,100.0,0.0,0.0,False
Quick And Easy,Rockhampton,2,2016-10-15,2,False,False,False,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.7,1.0,64200.0,0.3,100.0,4.77,0.5,3.0,3.0,43.0,10.0,1.0,3.0,0.0,0.3,130.0,1.0,4.77,1.0,0.0,10.0,0.0,0.0,65.0,0.5,0.43,Garnett Taylor,1.0,0.0,1.0,0.0,4.6,0.7,0.0,100.0,0.0,0.0,True
More Than Money,Gold Coast,8,2016-10-15,2,False,False,False,4.0,0.0,7.0,3.0,1.0,3.0,1.0,0.46,0.0,106000.0,0.13,50.0,3.0,0.34,1.0,5.0,28.0,8.0,1.0,3.0,0.17,0.15,100.0,0.0,5.04,2.0,0.0,35.0,0.43,2.0,71.0,0.0,0.62,Mel Eggleston,0.29,1.0,0.0,3.0,0.0,0.5,4.57,96.0,2.0,0.0,False
Lighthouse Keeper,Gold Coast,7,2016-10-15,2,False,False,False,1.0,0.0,3.0,1.0,0.6,0.0,0.0,0.46,0.0,34400.0,0.2,100.0,1.3,0.0,1.0,1.0,88.0,5.0,0.0,1.0,0.0,0.1,100.0,0.0,1.3,1.0,0.0,11.0,0.2,1.0,53.0,0.0,0.74,Stephen Lee,0.34,0.0,0.0,1.0,0.0,0.4,1.3,74.0,1.0,0.0,False
Lanikai Miss,Gold Coast,6,2016-10-15,2,False,False,False,0.0,0.0,3.0,0.0,0.4,0.0,0.0,0.18,1.0,26200.0,0.0,100.0,0.0,0.25,0.0,1.0,86.0,8.0,0.0,0.0,0.0,0.05,36.0,1.0,3.2,0.0,7.0,23.0,0.0,2.0,46.0,0.2,1.0,John Shelton,0.2,0.0,0.0,0.0,3.2,0.0,0.0,100.0,0.0,1.0,False
Mad Magic,Gold Coast,4,2016-10-15,2,True,False,False,3.0,2.0,2.0,0.0,0.67,0.0,0.0,0.84,0.0,10900.0,0.0,100.0,0.0,1.0,0.0,0.0,100.0,6.0,0.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,999.0,0.0,1.0,David Vandyke,1.0,0.0,3.0,0.0,0.0,0.84,0.0,100.0,1.0,1.0,False
Rich Reward,Gold Coast,3,2016-10-15,2,False,False,False,5.0,0.0,5.0,1.0,0.67,0.0,0.0,0.44,1.0,81600.0,0.0,100.0,0.0,0.25,0.0,3.0,72.0,11.0,0.0,1.0,0.0,0.1,25.0,1.0,2.77,1.0,6.0,30.0,0.17,2.0,63.0,0.25,1.0,Charlotte White,0.5,0.0,4.0,1.0,5.0,0.46,1.8,70.0,1.0,1.0,False
Amajill,Gold Coast,1,2016-10-15,2,False,False,False,7.0,1.0,12.0,0.0,0.25,0.0,0.0,0.47,1.0,101000.0,0.12,100.0,4.1,0.5,2.0,5.0,62.0,18.0,0.0,2.0,0.0,0.1,20.0,1.0,3.98,0.0,0.0,52.0,0.0,0.0,59.0,0.25,0.54,Luke Berger,0.5,0.0,2.0,0.0,4.8,0.34,0.0,100.0,1.0,2.0,False
Malverna,Narromine,7,2016-10-15,2,False,False,True,0.0,0.0,2.0,1.0,0.5,3.5,1.0,0.46,0.0,47200.0,0.15,75.0,3.4,1.0,1.0,3.0,1.0,7.0,0.0,2.0,0.5,0.28,100.0,0.0,3.63,0.0,0.0,11.0,0.5,0.0,59.0,0.0,0.51,Wayne Collison,0.0,1.0,0.0,1.0,0.0,0.43,4.0,100.0,0.0,1.0,False
Desert Tycoon,Narromine,6,2016-10-15,2,False,False,False,0.0,0.0,2.0,0.0,0.5,0.0,0.0,0.18,0.0,13400.0,0.08,100.0,3.0,0.0,1.0,1.0,82.0,13.0,0.0,1.0,0.0,0.06,100.0,0.0,3.0,0.0,0.0,17.0,0.0,1.0,40.0,0.0,0.77,Garry Lunn,0.0,0.0,0.0,0.0,0.0,0.16,0.0,100.0,0.0,0.0,False
