horse,track,race_number,race_date,tipster,next_best_bet,value_bet,best_bet,career_3rds,spells_secondup_3rd,career_2nds,spells_firstup_1st,spells_firstup_place,spells_thirdup_odds,spells_thirdup_1st,career_places,spells_secondup_1st,earnings,twelve_months_wins,spells_thirdup_roi,twelve_months_odds,spells_thirdup_place,twelve_months_1sts,career_1sts,career_roi,twelve_months_starts,spells_thirdup_3rd,twelve_months_2nds,spells_thirdup_win,career_wins,spells_secondup_roi,spells_secondup_starts,career_odds,spells_secondup_2nd,age_in_years,career_starts,spells_firstup_win,spells_firstup_2nd,rating,spells_secondup_win,twelve_months_roi,trainer,spells_secondup_place,spells_thirdup_starts,twelve_months_3rds,spells_firstup_starts,spells_secondup_odds,twelve_months_places,spells_firstup_odds,spells_firstup_roi,spells_firstup_3rd,spells_thirdup_2nd,money
Beyond All,Kembla Grange,5,2016-06-25,2,False,True,False,4.0,1.0,5.0,0.0,0.4,0.0,0.0,0.33,0.0,54600.0,0.0,100.0,0.0,0.25,0.0,1.0,16.0,8.0,0.0,1.0,0.0,0.04,100.0,0.0,26.0,0.0,7.0,31.0,0.0,1.0,50.0,0.0,1.0,Gwenda Markwell,0.25,0.0,1.0,0.0,0.0,0.25,0.0,100.0,1.0,1.0,False
Vienna Romance,Kembla Grange,4,2016-06-25,2,False,False,False,0.0,0.0,2.0,0.0,0.5,0.0,0.0,0.6,1.0,31200.0,0.2,100.0,3.8,0.0,1.0,1.0,24.0,5.0,0.0,2.0,0.0,0.2,90.0,1.0,3.8,1.0,0.0,5.0,0.0,1.0,64.0,0.5,0.24,Gerald Ryan,1.0,0.0,0.0,0.0,3.8,0.6,0.0,100.0,0.0,0.0,False
Louie Sea Kay,Kembla Grange,3,2016-06-25,2,False,False,False,2.0,2.0,4.0,0.0,1.0,1.3,1.0,0.75,0.0,133000.0,0.25,35.0,8.22,0.5,3.0,3.0,105.0,12.0,0.0,4.0,0.5,0.25,100.0,0.0,8.22,0.0,0.0,12.0,0.0,2.0,73.0,0.0,1.05,Gwenda Markwell,1.0,1.0,2.0,0.0,0.0,0.75,0.0,100.0,0.0,0.0,True
Call Me Anything,Kembla Grange,2,2016-06-25,2,False,False,False,2.0,0.0,1.0,0.0,0.6,0.0,0.0,0.28,0.0,19200.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,5.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,62.0,0.0,1.0,John Marzol,0.0,0.0,0.0,0.0,0.0,0.2,0.0,100.0,2.0,0.0,False
Princess Aria,Kembla Grange,1,2016-06-25,2,True,False,False,4.0,1.0,0.0,1.0,0.5,0.0,0.0,0.29,0.0,96500.0,0.19,100.0,7.87,0.0,3.0,3.0,6.0,16.0,0.0,0.0,0.0,0.12,100.0,0.0,7.87,0.0,0.0,25.0,0.25,0.0,64.0,0.0,0.48,Marc Conners,0.25,0.0,4.0,1.0,0.0,0.44,15.0,275.0,1.0,0.0,False
Albion Road,Moe,7,2016-06-25,2,False,False,False,1.0,0.0,0.0,0.0,0.5,1.6,1.0,0.34,1.0,39800.0,0.2,20.0,4.8,0.5,1.0,2.0,29.0,5.0,0.0,0.0,0.5,0.23,140.0,1.0,3.2,0.0,0.0,9.0,0.0,0.0,66.0,0.5,0.04,Michael Kent,0.5,1.0,0.0,0.0,4.8,0.2,0.0,100.0,1.0,0.0,True
Unabashed,Moe,6,2016-06-25,2,False,False,False,3.0,2.0,3.0,0.0,0.34,0.0,0.0,0.44,0.0,29000.0,0.0,100.0,0.0,0.67,0.0,1.0,80.0,9.0,1.0,3.0,0.0,0.07,100.0,0.0,3.2,0.0,0.0,16.0,0.0,1.0,55.0,0.0,1.0,Julien Welsh,0.67,0.0,2.0,0.0,0.0,0.56,0.0,100.0,0.0,1.0,False
Black Mary,Moe,5,2016-06-25,2,False,False,False,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,1.0,42200.0,0.24,100.0,8.25,0.0,3.0,3.0,55.0,13.0,0.0,0.0,0.0,0.19,12.0,1.0,8.25,0.0,0.0,16.0,0.0,0.0,63.0,0.5,0.9,Leon & Troy Corstens,0.5,0.0,2.0,0.0,1.75,0.39,0.0,100.0,0.0,0.0,False
Kempside,Moe,4,2016-06-25,2,False,True,False,8.0,1.0,5.0,2.0,0.17,0.0,0.0,0.26,0.0,78800.0,0.0,100.0,0.0,0.3,0.0,5.0,1.0,8.0,2.0,0.0,0.0,0.08,100.0,0.0,14.0,2.0,0.0,71.0,0.17,0.0,45.0,0.0,1.0,Steven Roberts,0.28,0.0,0.0,2.0,0.0,0.0,15.5,158.0,0.0,1.0,False
Professor Roy,Moe,3,2016-06-25,2,False,False,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,4700.0,0.0,100.0,0.0,0.34,0.0,0.0,100.0,7.0,1.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,999.0,0.0,1.0,John Manzelmann,0.0,0.0,1.0,0.0,0.0,0.15,0.0,100.0,0.0,0.0,False
Possible,Moe,2,2016-06-25,2,True,False,False,1.0,0.0,1.0,1.0,0.5,0.0,0.0,0.34,0.0,14100.0,0.17,100.0,3.0,1.0,1.0,1.0,67.0,6.0,0.0,1.0,0.0,0.12,100.0,0.0,3.0,0.0,5.0,9.0,0.25,0.0,53.0,0.0,0.5,Rodney Miller,0.0,0.0,1.0,1.0,0.0,0.5,3.0,25.0,1.0,1.0,False
Frothed,Moe,1,2016-06-25,2,True,False,False,0.0,0.0,4.0,0.0,0.5,0.0,0.0,0.58,0.0,21000.0,0.0,100.0,0.0,1.0,0.0,0.0,100.0,6.0,0.0,4.0,0.0,0.0,100.0,0.0,0.0,1.0,4.0,7.0,0.0,1.0,999.0,0.0,1.0,John O'Shea,0.5,0.0,0.0,0.0,0.0,0.67,0.0,100.0,0.0,2.0,False
Our Single Doubt,"Rockhampton, Rockhampton Cup day",7,2016-06-25,2,False,False,False,6.0,1.0,8.0,0.0,0.2,2.15,1.0,0.52,0.0,67100.0,0.08,46.0,7.0,0.5,1.0,4.0,49.0,13.0,0.0,2.0,0.25,0.12,100.0,0.0,4.49,0.0,6.0,35.0,0.0,0.0,62.0,0.0,0.46,Glen Baker,0.2,1.0,4.0,0.0,0.0,0.54,0.0,100.0,1.0,1.0,False
Binalong Road,"Rockhampton, Rockhampton Cup day",6,2016-06-25,2,False,True,False,7.0,2.0,7.0,5.0,0.9,9.4,2.0,0.63,2.0,375000.0,0.2,169.0,8.93,0.72,3.0,11.0,35.0,15.0,2.0,1.0,0.29,0.28,13.0,2.0,4.89,0.0,9.0,40.0,0.5,2.0,85.0,0.29,0.79,Toby Edmonds,0.58,2.0,2.0,5.0,3.05,0.4,3.22,61.0,2.0,1.0,False
Mr Epic,"Rockhampton, Rockhampton Cup day",5,2016-06-25,2,False,False,False,3.0,0.0,2.0,0.0,0.6,6.0,1.0,0.53,2.0,366000.0,0.43,50.0,4.31,0.25,6.0,7.0,21.0,14.0,0.0,0.0,0.25,0.31,4.0,2.0,3.98,1.0,0.0,23.0,0.0,1.0,88.0,0.4,0.85,Toby Edmonds,0.6,1.0,2.0,0.0,2.6,0.58,0.0,100.0,2.0,0.0,True
Fast Focus,"Rockhampton, Rockhampton Cup day",4,2016-06-25,2,False,False,False,4.0,0.0,7.0,0.0,0.38,6.5,1.0,0.4,0.0,74500.0,0.0,8.0,0.0,0.5,0.0,5.0,38.0,7.0,1.0,1.0,0.17,0.13,100.0,0.0,5.07,2.0,0.0,41.0,0.0,2.0,71.0,0.0,1.0,Jamie McConachy,0.25,1.0,0.0,0.0,0.0,0.15,0.0,100.0,1.0,1.0,False
Sayrothy,"Rockhampton, Rockhampton Cup day",3,2016-06-25,2,False,False,False,1.0,0.0,1.0,2.0,1.0,1.13,1.0,1.0,2.0,126000.0,0.67,13.0,1.56,1.0,4.0,6.0,15.0,6.0,0.0,1.0,1.0,0.75,43.0,2.0,1.54,0.0,0.0,8.0,0.67,1.0,70.0,1.0,0.04,Victor Vagg,1.0,1.0,1.0,2.0,1.43,1.0,1.83,22.0,0.0,0.0,False
Portsea,"Rockhampton, Rockhampton Cup day",2,2016-06-25,2,False,False,False,1.0,0.0,1.0,0.0,0.17,0.0,0.0,0.24,0.0,28200.0,0.0,100.0,0.0,0.0,0.0,2.0,71.0,4.0,0.0,0.0,0.0,0.12,100.0,0.0,2.5,0.0,0.0,17.0,0.0,0.0,58.0,0.0,1.0,Darryl Hansen,0.0,0.0,1.0,0.0,0.0,0.25,0.0,100.0,1.0,0.0,False
Zaha Express,"Rockhampton, Rockhampton Cup day",1,2016-06-25,2,False,False,False,3.0,0.0,6.0,1.0,0.4,5.0,1.0,0.57,0.0,52600.0,0.15,25.0,5.0,0.75,1.0,4.0,13.0,7.0,0.0,1.0,0.25,0.18,100.0,0.0,4.98,2.0,0.0,23.0,0.2,1.0,62.0,0.0,0.29,Tim Cook,0.4,1.0,1.0,1.0,0.0,0.43,9.0,80.0,0.0,2.0,True
Abseil,Beaudesert,7,2016-06-25,2,False,True,False,4.0,0.0,1.0,0.0,0.25,2.4,1.0,0.23,0.0,14700.0,0.08,40.0,2.4,0.25,1.0,1.0,91.0,14.0,0.0,1.0,0.25,0.04,100.0,0.0,2.4,0.0,0.0,27.0,0.0,0.0,41.0,0.0,0.83,Diane G Murphy,0.0,1.0,2.0,0.0,0.0,0.29,0.0,100.0,1.0,0.0,False
Last Sight,Beaudesert,6,2016-06-25,2,False,False,False,4.0,0.0,3.0,1.0,0.4,6.47,3.0,0.38,1.0,172000.0,0.15,288.0,9.17,0.6,3.0,8.0,40.0,20.0,0.0,1.0,0.6,0.2,28.0,1.0,7.0,1.0,0.0,40.0,0.2,1.0,76.0,0.2,0.38,Kelvin Hickmott,0.4,3.0,2.0,1.0,3.6,0.3,5.5,10.0,0.0,0.0,True
Extra Shot,Beaudesert,5,2016-06-25,2,False,False,False,5.0,0.0,10.0,1.0,0.6,1.9,1.0,0.5,0.0,117000.0,0.0,62.0,0.0,0.4,0.0,3.0,80.0,11.0,0.0,1.0,0.2,0.09,100.0,0.0,2.45,2.0,5.0,36.0,0.2,1.0,55.0,0.0,1.0,Fred Carter,0.4,1.0,2.0,1.0,0.0,0.28,3.2,36.0,1.0,1.0,False
Cheekyboi,Beaudesert,4,2016-06-25,2,False,False,True,9.0,1.0,8.0,0.0,0.34,7.9,2.0,0.4,0.0,86400.0,0.28,216.0,7.43,0.4,3.0,5.0,38.0,11.0,0.0,2.0,0.4,0.1,100.0,0.0,6.82,1.0,0.0,55.0,0.0,1.0,64.0,0.0,1.03,Greg Cornish,0.34,2.0,2.0,0.0,0.0,0.64,0.0,100.0,1.0,0.0,False
Pocillo,Beaudesert,3,2016-06-25,2,False,False,False,10.0,0.0,5.0,0.0,0.6,5.0,1.0,0.4,1.0,67200.0,0.13,0.0,5.0,0.4,1.0,4.0,48.0,8.0,1.0,1.0,0.2,0.09,80.0,1.0,6.28,1.0,0.0,48.0,0.0,1.0,60.0,0.2,0.37,Darlene Duryea,0.4,1.0,1.0,0.0,9.0,0.38,0.0,100.0,2.0,0.0,False
Fast Vision,Beaudesert,2,2016-06-25,2,False,False,False,2.0,1.0,4.0,0.0,0.5,1.9,1.0,0.7,0.0,30000.0,0.1,5.0,1.9,0.5,1.0,1.0,81.0,10.0,0.0,4.0,0.5,0.1,100.0,0.0,1.9,1.0,4.0,10.0,0.0,1.0,61.0,0.0,0.81,Ben Hull,1.0,1.0,2.0,0.0,0.0,0.7,0.0,100.0,0.0,0.0,False
Vindicated,Beaudesert,1,2016-06-25,2,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,999.0,0.0,1.0,Noel Doyle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,False
Moss Princess,Toowoomba,6,2016-06-25,2,False,False,False,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.28,0.0,7200.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,11.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,999.0,0.0,1.0,Eric Hayes,0.0,0.0,2.0,0.0,0.0,0.28,0.0,100.0,1.0,0.0,False
La La Rock,Toowoomba,5,2016-06-25,2,False,False,False,5.0,1.0,0.0,1.0,0.34,0.0,0.0,0.38,0.0,15000.0,0.09,100.0,7.0,0.0,1.0,1.0,56.0,12.0,0.0,0.0,0.0,0.07,100.0,0.0,7.0,0.0,0.0,16.0,0.34,0.0,54.0,0.0,0.42,Will Savage,0.5,0.0,3.0,1.0,0.0,0.34,7.0,133.0,0.0,0.0,True
Rocklord,Toowoomba,4,2016-06-25,2,False,False,False,2.0,0.0,2.0,0.0,0.0,4.0,1.0,0.27,0.0,32200.000000000004,0.07,0.0,5.5,0.25,1.0,2.0,59.0,15.0,0.0,2.0,0.25,0.09,100.0,0.0,4.75,1.0,0.0,23.0,0.0,0.0,53.0,0.0,0.63,Jamie McConachy,0.2,1.0,2.0,0.0,0.0,0.34,0.0,100.0,0.0,0.0,False
Signpost,Toowoomba,2,2016-06-25,2,False,False,False,9.0,2.0,2.0,0.0,0.25,0.0,0.0,0.37,3.0,98600.0,0.25,100.0,17.13,0.5,3.0,8.0,50.0,12.0,2.0,0.0,0.0,0.16,319.0,3.0,9.75,0.0,10.0,52.0,0.0,0.0,70.0,0.43,3.28,David Stafford,0.72,0.0,1.0,0.0,9.77,0.34,0.0,100.0,2.0,1.0,False
Loceano,Townsville,6,2016-06-26,2,False,False,False,3.0,0.0,3.0,2.0,0.4,2.8,1.0,0.36,1.0,133000.0,0.14,30.0,16.6,0.75,2.0,6.0,46.0,15.0,0.0,1.0,0.25,0.18,60.0,1.0,8.25,1.0,7.0,34.0,0.4,0.0,74.0,0.2,1.21,Trevor Rowe,0.4,1.0,1.0,2.0,2.0,0.27,5.75,130.0,0.0,2.0,False
We Found It,Townsville,5,2016-06-26,2,False,False,False,1.0,0.0,3.0,1.0,0.67,0.0,0.0,0.42,0.0,24000.0,0.0,100.0,0.0,0.5,0.0,3.0,55.0,8.0,0.0,1.0,0.0,0.18,100.0,0.0,8.8,1.0,0.0,17.0,0.34,1.0,53.0,0.0,1.0,Andrew Cameron,0.5,0.0,0.0,1.0,0.0,0.13,2.8,7.0,0.0,1.0,False
Robabank,Townsville,4,2016-06-26,2,False,False,False,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.27,0.0,12700.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,8.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,2.0,0.0,15.0,0.0,0.0,999.0,0.0,1.0,Jeffrey O'Dea,0.5,0.0,1.0,0.0,0.0,0.25,0.0,100.0,0.0,0.0,False
Union Jukebox,Townsville,3,2016-06-26,2,False,False,False,3.0,1.0,1.0,1.0,0.4,0.0,0.0,0.36,0.0,21800.0,0.0,100.0,0.0,0.25,0.0,2.0,3.0,6.0,0.0,1.0,0.0,0.12,100.0,0.0,8.75,0.0,5.0,17.0,0.2,0.0,56.0,0.0,1.0,Roy Chillemi,0.2,0.0,3.0,1.0,0.0,0.67,15.0,200.0,1.0,1.0,False
Desert Gambler,Townsville,2,2016-06-26,2,False,True,False,7.0,0.0,2.0,0.0,0.2,0.0,0.0,0.24,0.0,21600.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,10.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,40.0,0.0,1.0,Trevor Rowe,0.0,0.0,3.0,0.0,0.0,0.3,0.0,100.0,1.0,0.0,False
Maddie Moo Moo,Coleraine,7,2016-06-26,2,False,False,False,3.0,0.0,1.0,1.0,0.75,2.8,1.0,0.5,0.0,61600.0,0.25,7.0,2.8,0.67,1.0,2.0,63.0,4.0,0.0,0.0,0.34,0.17,100.0,0.0,2.23,0.0,5.0,12.0,0.25,0.0,64.0,0.0,0.3,Darren Weir,0.0,1.0,2.0,1.0,0.0,0.75,1.65,59.0,2.0,1.0,True
Florida Pearl,Coleraine,6,2016-06-26,2,False,False,False,5.0,2.0,0.0,2.0,1.0,4.0,1.0,1.0,1.0,53100.0,0.34,100.0,11.25,1.0,2.0,4.0,210.0,6.0,1.0,0.0,0.5,0.45,53.0,1.0,6.98,0.0,0.0,9.0,0.67,0.0,71.0,0.34,2.75,Symon Wilde,1.0,1.0,4.0,2.0,1.4,1.0,11.25,650.0,1.0,0.0,False
Melaleuca,Coleraine,4,2016-06-26,2,False,False,False,3.0,0.0,4.0,1.0,0.25,4.8,1.0,0.3,2.0,136000.0,0.1,20.0,4.0,0.34,1.0,5.0,47.0,11.0,0.0,1.0,0.17,0.13,20.0,2.0,4.38,1.0,0.0,41.0,0.13,0.0,68.0,0.34,0.64,Terry & Karina O'Sullivan,0.5,1.0,0.0,1.0,3.6,0.19,8.0,0.0,1.0,1.0,True
Devon,Port Augusta,7,2016-06-26,2,False,False,False,9.0,2.0,13.0,1.0,0.28,3.7,1.0,0.45,1.0,161000.0,0.27,59.0,2.61,0.45,4.0,9.0,44.0,15.0,1.0,2.0,0.12,0.14,30.0,1.0,4.33,4.0,0.0,69.0,0.1,1.0,76.0,0.1,0.3,Kylie Mckerlie,0.7,1.0,2.0,1.0,7.0,0.54,13.0,18.0,1.0,2.0,False
Ghost Rider,Port Augusta,6,2016-06-26,2,False,False,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,1.0,10100.0,0.0,100.0,0.0,0.0,0.0,1.0,84.0,14.0,0.0,0.0,0.0,0.06,7.0,1.0,2.8,0.0,4.0,18.0,0.0,0.0,45.0,0.34,1.0,Scott Whittle,0.34,0.0,1.0,0.0,2.8,0.08,0.0,100.0,0.0,0.0,False
Ash Road,Port Augusta,5,2016-06-26,2,False,False,False,2.0,0.0,8.0,1.0,0.8,4.2,1.0,0.32,0.0,80300.0,0.15,16.0,7.23,0.2,3.0,6.0,34.0,20.0,0.0,4.0,0.2,0.12,100.0,0.0,5.58,1.0,0.0,51.0,0.2,2.0,60.0,0.0,0.09,John Hickmott,0.2,1.0,0.0,1.0,0.0,0.35,11.0,120.0,1.0,0.0,False
Finniss Moment,Port Augusta,3,2016-06-26,2,False,False,False,6.0,2.0,8.0,0.0,0.4,3.6,1.0,0.45,1.0,78800.0,0.2,10.0,4.23,0.75,4.0,10.0,34.0,21.0,0.0,3.0,0.25,0.19,5.0,1.0,3.56,0.0,0.0,54.0,0.0,1.0,63.0,0.25,0.2,Garret Lynch,0.75,1.0,3.0,0.0,3.8,0.48,0.0,100.0,1.0,2.0,False
Ready Again,Port Augusta,2,2016-06-26,2,False,False,False,2.0,0.0,5.0,0.0,0.4,0.0,0.0,0.29,0.0,25000.0,0.07,100.0,6.5,0.34,1.0,1.0,77.0,16.0,0.0,2.0,0.0,0.04,100.0,0.0,6.5,0.0,0.0,28.0,0.0,1.0,53.0,0.0,0.59,Annette Harder,0.0,0.0,2.0,0.0,0.0,0.32,0.0,100.0,1.0,1.0,False
Outlaw,Port Augusta,1,2016-06-26,2,False,False,False,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.4,0.0,17800.0,0.1,100.0,7.0,0.0,1.0,1.0,75.0,11.0,0.0,5.0,0.0,0.04,100.0,0.0,7.0,0.0,0.0,28.0,0.0,0.0,43.0,0.0,0.36,Helen Gower,0.0,0.0,2.0,0.0,0.0,0.73,0.0,100.0,0.0,0.0,False
New Attire,Kalgoorlie,7,2016-06-26,2,False,False,False,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.35,0.0,19400.0,0.08,100.0,2.8,0.25,1.0,1.0,88.0,13.0,1.0,0.0,0.0,0.05,100.0,0.0,2.8,0.0,6.0,23.0,0.0,0.0,52.0,0.0,0.78,Alan McGuinniss,0.5,0.0,2.0,0.0,0.0,0.24,0.0,100.0,0.0,0.0,False
Kamballie,Kalgoorlie,6,2016-06-26,2,False,False,True,4.0,0.0,7.0,2.0,0.6,0.0,0.0,0.49,0.0,96900.0,0.13,100.0,4.2,0.2,1.0,3.0,51.0,8.0,0.0,0.0,0.0,0.11,100.0,0.0,4.73,2.0,0.0,29.0,0.4,0.0,65.0,0.0,0.47,Peter Fernie,0.4,0.0,1.0,2.0,0.0,0.25,5.1,104.0,1.0,1.0,False
Rafferty,Kalgoorlie,5,2016-06-26,2,False,False,False,11.0,0.0,7.0,1.0,0.38,3.9,3.0,0.49,1.0,218000.0,0.1,67.0,5.0,0.72,1.0,7.0,53.0,10.0,2.0,2.0,0.43,0.14,46.0,1.0,3.47,2.0,9.0,52.0,0.13,1.0,79.0,0.15,0.5,Peter Fernie,0.43,3.0,2.0,1.0,3.8,0.5,3.2,60.0,1.0,0.0,False
Mince Pie,Kalgoorlie,4,2016-06-26,2,False,False,False,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.29,1.0,18400.0,0.15,100.0,2.5,0.0,1.0,1.0,64.0,7.0,0.0,1.0,0.0,0.15,25.0,1.0,2.5,0.0,0.0,7.0,0.0,1.0,54.0,0.5,0.64,Peter Fernie,0.5,0.0,0.0,0.0,2.5,0.29,0.0,100.0,0.0,0.0,False
Arsenal Power,Kalgoorlie,3,2016-06-26,2,False,False,False,1.0,0.0,7.0,1.0,0.84,0.0,0.0,0.35,1.0,70900.0,0.1,100.0,17.0,0.0,1.0,4.0,10.0,11.0,0.0,2.0,0.0,0.12,37.0,1.0,7.88,1.0,7.0,35.0,0.17,4.0,64.0,0.17,0.55,Gary Bowen,0.34,0.0,1.0,1.0,3.8,0.37,4.2,30.0,0.0,0.0,False
Adricat,Kalgoorlie,1,2016-06-26,2,True,False,False,3.0,0.0,8.0,1.0,0.15,0.0,0.0,0.3,1.0,127000.0,0.0,100.0,0.0,0.29,0.0,7.0,22.0,8.0,1.0,2.0,0.0,0.12,54.0,1.0,6.64,1.0,9.0,60.0,0.15,0.0,72.0,0.15,1.0,Paul Rowe,0.29,0.0,2.0,1.0,3.2,0.5,5.5,21.0,0.0,1.0,False
Go On Red,Gold Coast,8,2016-06-26,2,False,False,False,3.0,0.0,3.0,0.0,0.6,0.0,0.0,0.44,1.0,68300.0,0.23,100.0,4.65,0.25,2.0,4.0,21.0,9.0,0.0,2.0,0.0,0.18,50.0,1.0,4.53,0.0,0.0,23.0,0.0,1.0,68.0,0.25,0.03,Stuart Kendrick,0.25,0.0,0.0,0.0,6.0,0.45,0.0,100.0,2.0,1.0,False
Media Maid,Gold Coast,7,2016-06-26,2,False,False,False,6.0,1.0,3.0,0.0,0.5,2.2,1.0,0.49,0.0,90500.0,0.19,27.0,3.97,0.67,3.0,6.0,17.0,16.0,0.0,1.0,0.34,0.2,100.0,0.0,4.27,0.0,0.0,31.0,0.0,1.0,69.0,0.0,0.26,Bruce W Hill,0.34,1.0,4.0,0.0,0.0,0.5,0.0,100.0,1.0,1.0,False
Rainbow Magic,Gold Coast,6,2016-06-26,2,False,False,False,5.0,0.0,5.0,2.0,0.29,0.0,0.0,0.45,0.0,98500.0,0.23,100.0,4.4,0.25,2.0,7.0,17.0,9.0,1.0,1.0,0.0,0.19,100.0,0.0,4.5,1.0,0.0,38.0,0.29,0.0,76.0,0.0,0.02,Jim Murdoch,0.2,0.0,1.0,2.0,0.0,0.45,3.7,6.0,0.0,0.0,True
Best Dance Yet,Gold Coast,5,2016-06-26,2,False,False,False,6.0,2.0,9.0,1.0,0.34,0.0,0.0,0.32,0.0,114000.0,0.07,100.0,4.4,0.0,1.0,4.0,57.0,16.0,0.0,2.0,0.0,0.07,100.0,0.0,6.53,0.0,8.0,61.0,0.17,0.0,60.0,0.0,0.72,Ross Simpson,0.34,0.0,1.0,1.0,0.0,0.25,5.5,8.0,1.0,0.0,False
Cocoa Bar,Gold Coast,4,2016-06-26,2,True,False,False,6.0,1.0,0.0,0.0,0.75,7.5,1.0,0.6,0.0,45700.0,0.2,275.0,2.7,1.0,1.0,3.0,7.0,5.0,1.0,0.0,0.5,0.2,100.0,0.0,4.67,0.0,5.0,15.0,0.0,0.0,65.0,0.0,0.46,Brad Herne,0.25,1.0,2.0,0.0,0.0,0.6,0.0,100.0,3.0,0.0,True
Grand Dazzler,Gold Coast,3,2016-06-26,2,False,False,False,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.25,0.0,21400.0,0.0,100.0,0.0,0.25,0.0,0.0,100.0,13.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,4.0,24.0,0.0,0.0,999.0,0.0,1.0,Robert Pilling,0.5,0.0,2.0,0.0,0.0,0.24,0.0,100.0,0.0,0.0,False
Lady Manhattan,Gold Coast,2,2016-06-26,2,False,False,False,3.0,0.0,2.0,0.0,0.67,0.0,0.0,0.46,0.0,9700.0,0.0,100.0,0.0,1.0,0.0,0.0,100.0,4.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,999.0,0.0,1.0,Michael Lakey,0.34,0.0,2.0,0.0,0.0,0.75,0.0,100.0,2.0,1.0,False
Cobra Quick,Gold Coast,1,2016-06-26,2,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,999.0,0.0,1.0,Paul H Duncan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
Morendi,"Murwillumbah, Murwillumbah Cup day",8,2016-06-26,2,False,False,False,6.0,0.0,2.0,0.0,0.34,17.0,1.0,0.62,0.0,140000.0,0.28,750.0,7.72,1.0,5.0,5.0,84.0,18.0,1.0,2.0,0.5,0.24,100.0,0.0,7.72,0.0,4.0,21.0,0.0,0.0,75.0,0.0,1.14,Darren Graham,0.0,1.0,6.0,0.0,0.0,0.73,0.0,100.0,1.0,0.0,False
Dream Speed,"Murwillumbah, Murwillumbah Cup day",7,2016-06-26,2,False,False,True,3.0,1.0,1.0,1.0,0.5,2.15,1.0,0.43,0.0,54800.0,0.23,46.0,2.2,0.25,2.0,4.0,39.0,9.0,0.0,1.0,0.25,0.22,100.0,0.0,2.89,0.0,5.0,19.0,0.25,0.0,68.0,0.0,0.51,Matthew Dunn,0.25,1.0,2.0,1.0,0.0,0.56,5.0,25.0,1.0,0.0,True
Hydrazine,"Murwillumbah, Murwillumbah Cup day",6,2016-06-26,2,False,False,False,2.0,1.0,7.0,2.0,0.43,5.0,1.0,0.41,1.0,123000.0,0.19,29.0,3.7,0.29,2.0,8.0,12.0,11.0,0.0,4.0,0.15,0.2,71.0,1.0,5.86,1.0,7.0,42.0,0.29,1.0,74.0,0.15,0.33,Stephen Lee,0.43,1.0,2.0,2.0,2.0,0.73,11.5,229.0,0.0,1.0,False
Lucky Show Girl,"Murwillumbah, Murwillumbah Cup day",5,2016-06-26,2,False,False,False,2.0,1.0,4.0,1.0,1.0,4.2,1.0,0.59,0.0,66100.0,0.34,40.0,5.73,0.34,3.0,4.0,26.0,9.0,0.0,2.0,0.34,0.24,100.0,0.0,5.35,1.0,5.0,17.0,0.25,2.0,69.0,0.0,0.91,Matthew Dunn,0.67,1.0,1.0,1.0,0.0,0.67,12.0,200.0,1.0,0.0,True
